accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date
JF830780	""	""	Tylophoron moderatum voucher Ertz 14504 (BR) small subunit ribosomal RNA gene, partial sequence; mitochondrial.	Tylophoron moderatum	""	""	Ertz 14504 (BR)	""	""	""	""
JF830781	""	""	Tylophoron stalactiticum voucher Ertz 10880 (BR) small subunit ribosomal RNA gene, partial sequence; mitochondrial.	Tylophoron stalactiticum	""	""	Ertz 10880 (BR)	""	""	""	""
JF951062	Ethiopia	""	Phalaris caesia isolate CAE6804ITSA internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Phalaris caesia	""	""	6804 (BR)	""	""	""	""
JN008179	Kenya:coastal	""	Pseudovigna argentea bio-material DNA 1762 trnK gene, partial sequence; and maturase K (matK) gene, complete cds; chloroplast.	Pseudovigna argentea	DNA 1762	""	R. Pasquet (BR)	""	""	""	""
JN008188	Cameroon	""	Macrotyloma africanum bio-material DNA 1737 trnK gene, partial sequence; and maturase K (matK) gene, partial cds; chloroplast.	Macrotyloma africanum	DNA 1737	""	NI 1209 (BR)	""	""	""	""
JN008217	Pakistan	""	Vigna aconitifolia bio-material DNA 1428 trnK gene, partial sequence; and maturase K (matK) gene, complete cds; chloroplast.	Vigna aconitifolia	DNA 1428	""	Marechal 104332 (BR)	""	""	""	""
JN008231	India	""	Vigna subramaniana bio-material DNA 1410 trnK gene, partial sequence; and maturase K (matK) gene, complete cds; chloroplast.	Vigna subramaniana	DNA 1410	""	National Botanic Gardens Belgium, NI1135 (BR)	""	""	""	""
JN008266	Democratic Republic of the Congo	""	Macrotyloma axillare bio-material DNA 1738 trnK gene, partial sequence; and maturase K (matK) gene, partial cds; chloroplast.	Macrotyloma axillare	DNA 1738	""	NI 219 (BR)	""	""	""	""
JN008293	Tanzania	""	Vigna monophylla bio-material DNA 1284 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.	Vigna monophylla	DNA 1284	""	NI413, Richards 8484 (BR)	""	""	""	""
JN008312	""	""	Vigna lasiocarpa bio-material DNA 1235 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.	Vigna lasiocarpa	DNA 1235	""	NI 0633 (BR)	""	""	""	""
JN008341	""	""	Helicotropis linearis bio-material DNA 1234 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.	Helicotropis linearis	DNA 1234	""	NI 0654 (BR)	""	""	""	""
JQ301694	Belgium	""	Phaeophyscia orbicularis 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Phaeophyscia orbicularis	""	""	D. Ertz 7648 (BR)	""	""	""	""
JQ691801	""	""	Staurogyne letestuana voucher National Botanic Garden of Belgium accession no. 200000119-77 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence.	Staurogyne letestuana	""	""	National Botanic Garden of Belgiumaccession no. 200000119-77 (BR)	""	""	""	""
JQ700280	France	""	Antrodia pulverulenta isolate Otto Miettinen X1279 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.	Flavidoporia pulverulenta	""	""	Bernard Rivoire 3450 (LY BR)	""	""	""	""
JQ957933	""	""	Fadogia homblei voucher Lemaire & Verstraete 22 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Fadogia homblei	""	""	Lemaire & Verstraete 22 (BR)	""	""	""	""
JQ957934	""	""	Rytigynia membranacea voucher Lachenaud et al 739 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Rytigynia membranacea	""	""	Lachenaud et al 739 (BR)	""	""	""	""
JQ957935	""	""	Rytigynia monantha voucher Niyongabo 53 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Rytigynia monantha	""	""	Niyongabo 53 (BR)	""	""	""	""
JQ957936	""	""	Rytigynia neglecta voucher Dessein et al 2961 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Rytigynia neglecta	""	""	Dessein et al 2961 (BR)	""	""	""	""
JQ957937	""	""	Rytigynia umbellulata voucher Lachenaud et al 852 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Rytigynia umbellulata	""	""	Lachenaud et al 852 (BR)	""	""	""	""
JQ957938	""	""	Rytigynia rubra voucher Dessein et al 2541 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Rytigynia rubra	""	""	Dessein et al 2541 (BR)	""	""	""	""
JQ957939	""	""	Globulostylis minor voucher Dessein et al 2876 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Globulostylis minor	""	""	Dessein et al 2876 (BR)	""	""	""	""
JQ957940	""	""	Globulostylis sp. BV-2013b voucher Sonke et al 4711 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Globulostylis rammelooana	""	""	Sonke et al 4711 (BR)	""	""	""	""
JQ957941	""	""	Globulostylis sp. BV-2013b voucher Sonke et al 4671 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Globulostylis rammelooana	""	""	Sonke et al 4671 (BR)	""	""	""	""
JQ957942	""	""	Globulostylis sp. BV-2013b voucher Dessein et al 1546 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Globulostylis rammelooana	""	""	Dessein et al 1546 (BR)	""	""	""	""
JQ957943	""	""	Globulostylis sp. BV-2013b voucher Sonke et al 4650 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Globulostylis rammelooana	""	""	Sonke et al 4650 (BR)	""	""	""	""
JQ957944	""	""	Globulostylis sp. BV-2013c voucher Sonke et al 4868 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Globulostylis robbrechtiana	""	""	Sonke et al 4868 (BR)	""	""	""	""
JQ957945	""	""	Globulostylis sp. BV-2013d voucher Dessein et al 2337 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Globulostylis uncinula	""	""	Dessein et al 2337 (BR)	""	""	""	""
JQ957946	""	""	Globulostylis sp. BV-2013d voucher Dessein et al 2116 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Globulostylis uncinula	""	""	Dessein et al 2116 (BR)	""	""	""	""
JQ957947	""	""	Globulostylis sp. BV-2013a voucher Dessein et al 1448 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Globulostylis leniochlamys	""	""	Dessein et al 1448 (BR)	""	""	""	""
JQ957948	""	""	Cuviera acutiflora voucher Dessein et al 2809 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Cuviera acutiflora	""	""	Dessein et al 2809 (BR)	""	""	""	""
JQ957949	""	""	Cuviera physinodes voucher Chatrou 572 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Cuviera physinodes	""	""	Chatrou 572 (BR)	""	""	""	""
JQ957950	""	""	Cuviera physinodes voucher Dessein et al 1416 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Cuviera physinodes	""	""	Dessein et al 1416 (BR)	""	""	""	""
JQ957951	""	""	Cuviera angolensis subsp. BV-2013 voucher Amsini 97 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Cuviera angolensis subsp. latior	""	""	Amsini 97 (BR)	""	""	""	""
JQ957952	""	""	Cuviera subuliflora voucher Dessein et al 2004 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Cuviera subuliflora	""	""	Dessein et al 2004 (BR)	""	""	""	""
JQ957953	""	""	Cuviera longiflora voucher Dessein et al 2713 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Cuviera longiflora	""	""	Dessein et al 2713 (BR)	""	""	""	""
JQ957954	""	""	Vangueriella chlorantha voucher Dessein et al 1632 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Vangueriella chlorantha	""	""	Dessein et al 1632 (BR)	""	""	""	""
JQ957955	""	""	Vangueriella chlorantha voucher Dessein et al 1654 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Vangueriella chlorantha	""	""	Dessein et al 1654 (BR)	""	""	""	""
JQ957956	""	""	Vangueriella nigricans voucher Dessein et al 1574 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Vangueriella nigricans	""	""	Dessein et al 1574 (BR)	""	""	""	""
JQ957957	""	""	Vangueriella olacifolia voucher Dessein et al 2415 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Vangueriella olacifolia	""	""	Dessein et al 2415 (BR)	""	""	""	""
JQ957960	""	""	Vangueriella rufa voucher Lachenaud et al 1119 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Vangueriella rufa	""	""	Lachenaud et al 1119 (BR)	""	""	""	""
JQ957963	""	""	Multidentia dichrophylla voucher Dessein et al 2949 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Multidentia dichrophylla	""	""	Dessein et al 2949 (BR)	""	""	""	""
JQ957964	""	""	Pygmaeothamnus zeyheri voucher Lemaire & Verstraete 2 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Pygmaeothamnus zeyheri	""	""	Lemaire & Verstraete 2 (BR)	""	""	""	""
JQ957966	""	""	Vangueria infausta voucher Lemaire & Verstraete 13 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Vangueria infausta	""	""	Lemaire & Verstraete 13 (BR)	""	""	""	""
JQ957967	""	""	Vangueria macrocalyx voucher Lemaire & Verstraete 114 (BR) acetyl-CoA carboxylase (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Vangueria macrocalyx	""	""	Lemaire & Verstraete 114 (BR)	""	""	""	""
JQ957968	""	""	Bullockia pseudosetiflora voucher Bidgood et al 4959 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Bullockia pseudosetiflora	""	""	Bidgood et al 4959 (BR)	""	""	""	""
JQ957969	""	""	Bullockia setiflora voucher Lemaire & Verstraete 197 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Bullockia setiflora	""	""	Lemaire & Verstraete 197 (BR)	""	""	""	""
JQ957970	""	""	Canthium glaucum voucher Kuchar 17410 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Canthium glaucum	""	""	Kuchar 17410 (BR)	""	""	""	""
JQ957971	""	""	Canthium inerme voucher Lemaire & Verstraete 235 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Canthium inerme	""	""	Lemaire & Verstraete 235 (BR)	""	""	""	""
JQ957972	""	""	Canthium spinosum voucher Lemaire & Verstraete 187 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Canthium spinosum	""	""	Lemaire & Verstraete 187 (BR)	""	""	""	""
JQ957973	""	""	Cuviera acutiflora voucher Dessein et al 2809 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Cuviera acutiflora	""	""	Dessein et al 2809 (BR)	""	""	""	""
JQ957974	""	""	Cuviera angolensis subsp. latior voucher Amsini 97 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Cuviera angolensis subsp. latior	""	""	Amsini 97 (BR)	""	""	""	""
JQ957975	""	""	Cuviera longiflora voucher Dessein et al 2713 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Cuviera longiflora	""	""	Dessein et al 2713 (BR)	""	""	""	""
JQ957976	""	""	Cuviera physinodes voucher Chatrou 572 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Cuviera physinodes	""	""	Chatrou 572 (BR)	""	""	""	""
JQ957977	""	""	Cuviera physinodes voucher Dessein et al 1416 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Cuviera physinodes	""	""	Dessein et al 1416 (BR)	""	""	""	""
JQ957980	""	""	Cuviera subuliflora voucher Dessein et al 2004 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Cuviera subuliflora	""	""	Dessein et al 2004 (BR)	""	""	""	""
JQ957981	""	""	Fadogia homblei voucher Lemaire & Verstraete 22 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Fadogia homblei	""	""	Lemaire & Verstraete 22 (BR)	""	""	""	""
JQ957982	""	""	Fadogia stenophylla subsp. odorata voucher Lovett 2267 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Fadogia stenophylla subsp. odorata	""	""	Lovett 2267 (BR)	""	""	""	""
JQ957983	""	""	Fadogiella stigmatoloba voucher Gillett 17403 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Fadogiella stigmatoloba	""	""	Gillett 17403 (BR)	""	""	""	""
JQ957984	""	""	Fadogia verdickii voucher Schaijes 1502 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Fadogia verdickii	""	""	Schaijes 1502 (BR)	""	""	""	""
JQ957985	""	""	Globulostylis leniochlamys voucher Dessein et al 1448 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Globulostylis leniochlamys	""	""	Dessein et al 1448 (BR)	""	""	""	""
JQ957986	""	""	Globulostylis minor voucher Dessein et al 2876 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Globulostylis minor	""	""	Dessein et al 2876 (BR)	""	""	""	""
JQ957987	""	""	Globulostylis rammelooana voucher Dessein et al 1546 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Globulostylis rammelooana	""	""	Dessein et al 1546 (BR)	""	""	""	""
JQ957988	""	""	Globulostylis rammelooana voucher Sonke et al 4671 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Globulostylis rammelooana	""	""	Sonke et al 4671 (BR)	""	""	""	""
JQ957989	""	""	Globulostylis robbrechtiana voucher Sonke et al 4868 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Globulostylis robbrechtiana	""	""	Sonke et al 4868 (BR)	""	""	""	""
JQ957990	""	""	Globulostylis uncinula voucher Dessein et al 2116 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Globulostylis uncinula	""	""	Dessein et al 2116 (BR)	""	""	""	""
JQ957991	""	""	Globulostylis uncinula voucher Dessein et al 2337 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Globulostylis uncinula	""	""	Dessein et al 2337 (BR)	""	""	""	""
JQ957992	""	""	Keetia venosa voucher Dessein et al 1261 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Keetia venosa	""	""	Dessein et al 1261 (BR)	""	""	""	""
JQ957993	""	""	Multidentia dichrophylla voucher Dessein et al 2949 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Multidentia dichrophylla	""	""	Dessein et al 2949 (BR)	""	""	""	""
JQ957994	""	""	Canthium armatum voucher Lemaire & Verstraete 174 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Canthium armatum	""	""	Lemaire & Verstraete 174 (BR)	""	""	""	""
JQ957995	""	""	Psydrax fragrantissima voucher Lemaire & Verstraete 163 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Psydrax fragrantissima	""	""	Lemaire & Verstraete 163 (BR)	""	""	""	""
JQ957996	""	""	Psydrax livida voucher Lemaire & Verstraete 14 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Psydrax livida	""	""	Lemaire & Verstraete 14 (BR)	""	""	""	""
JQ957997	""	""	Psydrax locuples voucher Lemaire & Verstraete 287 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Psydrax locuples	""	""	Lemaire & Verstraete 287 (BR)	""	""	""	""
JQ957998	""	""	Psydrax obovata voucher Lemaire & Verstraete 188 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Psydrax obovata	""	""	Lemaire & Verstraete 188 (BR)	""	""	""	""
JQ957999	""	""	Psydrax parviflora voucher Dessein et al 1345 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Psydrax parviflora	""	""	Dessein et al 1345 (BR)	""	""	""	""
JQ958000	""	""	Pygmaeothamnus chamaedendrum voucher Lemaire & Verstraete 142 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Pygmaeothamnus chamaedendrum	""	""	Lemaire & Verstraete 142 (BR)	""	""	""	""
