accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date
FJ025589	""	""	Morellia simplex CAD gene, partial cds.	Morellia simplex	""	""	RMBR:102748	""	""	""	""
FJ025590	""	""	Musca autumnalis CAD gene, partial cds.	Musca autumnalis	""	""	RMBR:102740	""	""	""	""
FJ025591	""	""	Musca domestica CAD gene, partial cds.	Musca domestica	""	""	RMBR:102741	""	""	""	""
FJ025592	""	""	Mydaea ancilla CAD gene, partial cds.	Mydaea ancilla	""	""	RMBR:102739	""	""	""	""
FJ025593	""	""	Mydaea urbana CAD gene, partial cds.	Mydaea urbana	""	""	RMBR:102752	""	""	""	""
FJ025594	""	""	Myospila meditabunda CAD gene, partial cds.	Myospila meditabunda	""	""	RMBR:102751	""	""	""	""
FJ025595	""	""	Paykullia maculata CAD gene, partial cds.	Paykullia maculata	""	""	RMBR:102778	""	""	""	""
FJ025596	""	""	Phaonia pallida CAD gene, partial cds.	Phaonia pallida	""	""	RMBR:102779	""	""	""	""
FJ025597	""	""	Polietes lardarius CAD gene, partial cds.	Polietes lardarius	""	""	RMBR:102776	""	""	""	""
FJ025598	""	""	Potamia littoralis CAD gene, partial cds.	Potamia littoralis	""	""	RMBR:102777	""	""	""	""
FJ025599	""	""	Spilogona dispar CAD gene, partial cds.	Spilogona dispar	""	""	RMBR:102787	""	""	""	""
FJ025600	""	""	Thricops cunctans CAD gene, partial cds.	Thricops cunctans	""	""	RMBR:102806	""	""	""	""
FJ025601	""	""	Bengalia peuhi cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Bengalia peuhi	""	""	RMBR:102672	""	""	""	""
FJ025602	""	""	Botanophila rubrifrons cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Botanophila rubrifrons	""	""	RMBR:102673	""	""	""	""
FJ025603	""	""	Calliphora vomitoria cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Calliphora vomitoria	""	""	RMBR:102695	""	""	""	""
FJ025604	""	""	Chrysomya megacephala cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Chrysomya megacephala	""	""	RMBR:102682	""	""	""	""
FJ025605	""	""	Coenosia testacea cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Coenosia testacea	""	""	RMBR:102690	""	""	""	""
FJ025606	""	""	Coenosia tigrina cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Coenosia tigrina	""	""	RMBR:102691	""	""	""	""
FJ025607	""	""	Compsomyiops fulvicrura cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Compsomyiops fulvicrura	""	""	RMBR:102680	""	""	""	""
FJ025608	""	""	Drymeia alpicola cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Drymeia alpicola	""	""	RMBR:102697	""	""	""	""
FJ025609	""	""	Drymeia hamata cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Drymeia hamata	""	""	RMBR:102698	""	""	""	""
FJ025610	""	""	Emmesomyia grisea cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Emmesomyia grisea	""	""	RMBR:102702	""	""	""	""
FJ025611	""	""	Eudasyphora cyanella cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Eudasyphora cyanella	""	""	RMBR:102701	""	""	""	""
FJ025612	""	""	Eurychaeta palpalis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Eurychaeta palpalis	""	""	RMBR:102703	""	""	""	""
FJ025613	""	""	Eutrichota frigida cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Eutrichota frigida	""	""	RMBR:102704	""	""	""	""
FJ025614	""	""	Haematobia irritans cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Haematobia irritans	""	""	RMBR:102727	""	""	""	""
FJ025615	""	""	Haematobosca stimulans cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Haematobosca stimulans	""	""	RMBR:102722	""	""	""	""
FJ025616	""	""	Hebecnema fumosa cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Hebecnema fumosa	""	""	RMBR:102717	""	""	""	""
FJ025617	""	""	Hebecnema umbratica cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Hebecnema umbratica	""	""	RMBR:102723	""	""	""	""
FJ025618	""	""	Helina celsa cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Helina celsa	""	""	RMBR:102713	""	""	""	""
FJ025619	""	""	Helina evecta cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Helina evecta	""	""	RMBR:102726	""	""	""	""
FJ025620	""	""	Helina impuncta cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Helina impuncta	""	""	RMBR:102718	""	""	""	""
FJ025621	""	""	Helina lasiophthalma cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Helina lasiophthalma	""	""	RMBR:102721	""	""	""	""
FJ025622	""	""	Hydrotaea cyrtoneurina cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Hydrotaea cyrtoneurina	""	""	RMBR:102715	""	""	""	""
FJ025623	""	""	Hydrotaea dentipes cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Hydrotaea dentipes	""	""	RMBR:102716	""	""	""	""
FJ025624	""	""	Hydrotaea irritans cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Hydrotaea irritans	""	""	RMBR:102719	""	""	""	""
FJ025625	""	""	Hylemya vagans cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Hylemya vagans	""	""	RMBR:102724	""	""	""	""
FJ025626	""	""	Limnophora exuta cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Limnophora exuta	""	""	RMBR:102730	""	""	""	""
FJ025627	""	""	Limnophora maculosa cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Limnophora maculosa	""	""	RMBR:102732	""	""	""	""
FJ025628	""	""	Limnophora olympiae cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Limnophora olympiae	""	""	RMBR:102733	""	""	""	""
FJ025629	""	""	Limnophora riparia cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Limnophora riparia	""	""	RMBR:102734	""	""	""	""
FJ025630	""	""	Lispe tentaculata cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lispe tentaculata	""	""	RMBR:102736	""	""	""	""
FJ025631	""	""	Lopa convexa cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lopa convexa	""	""	RMBR:102737	""	""	""	""
FJ025632	""	""	Lucilia caesar cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lucilia caesar	""	""	RMBR:102729	""	""	""	""
FJ025633	""	""	Mesembrina meridiana cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Mesembrina meridiana	""	""	RMBR:102744	""	""	""	""
FJ025634	""	""	Morellia aenescens cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Morellia aenescens	""	""	RMBR:102738	""	""	""	""
FJ025635	""	""	Morellia hortorum cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Morellia hortorum	""	""	RMBR:102742	""	""	""	""
FJ025636	""	""	Morellia simplex cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Morellia simplex	""	""	RMBR:102748	""	""	""	""
FJ025637	""	""	Musca autumnalis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Musca autumnalis	""	""	RMBR:102740	""	""	""	""
FJ025638	""	""	Muscina levida cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Muscina levida	""	""	RMBR:102743	""	""	""	""
FJ025639	""	""	Mydaea ancilla cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Mydaea ancilla	""	""	RMBR:102739	""	""	""	""
FJ025640	""	""	Mydaea rufinervis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Mydaea rufinervis	""	""	RMBR:102747	""	""	""	""
FJ025641	""	""	Mydaea urbana cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Mydaea urbana	""	""	RMBR:102752	""	""	""	""
FJ025642	""	""	Myospila meditabunda cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Myospila meditabunda	""	""	RMBR:102751	""	""	""	""
FJ025643	""	""	Celyphidae sp. SNK-2008 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Celyphidae sp. SNK-2008	""	""	RMBR:102769	""	""	""	""
FJ025644	""	""	Hemeromyia anthracina cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Hemeromyia anthracina	""	""	RMBR:102770	""	""	""	""
FJ025645	""	""	Paregle coerulescens cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Paregle coerulescens	""	""	RMBR:102774	""	""	""	""
FJ025646	""	""	Paykullia maculata cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Paykullia maculata	""	""	RMBR:102778	""	""	""	""
FJ025647	""	""	Peckia gulo cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Peckia gulo	""	""	RMBR:102783	""	""	""	""
FJ025648	""	""	Pegomya winthemi cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Pegomya winthemi	""	""	RMBR:102782	""	""	""	""
FJ025649	""	""	Pegoplata aestiva cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Pegoplata aestiva	""	""	RMBR:102771	""	""	""	""
FJ025650	""	""	Pegoplata infirma cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Pegoplata infirma	""	""	RMBR:102775	""	""	""	""
FJ025651	""	""	Phaonia pallida cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Phaonia pallida	""	""	RMBR:102779	""	""	""	""
FJ025652	""	""	Phaonia subventa cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Phaonia subventa	""	""	RMBR:102781	""	""	""	""
FJ025653	""	""	Polietes lardarius cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Polietes lardarius	""	""	RMBR:102776	""	""	""	""
FJ025654	""	""	Potamia littoralis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Potamia littoralis	""	""	RMBR:102777	""	""	""	""
FJ025655	""	""	Sarcophaga arizonica cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sarcophaga arizonica	""	""	RMBR:102789	""	""	""	""
FJ025656	""	""	Spaziphora hydromyzina cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Spaziphora hydromyzina	""	""	RMBR:102788	""	""	""	""
FJ025657	""	""	Spilogona caliginosa cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Spilogona caliginosa	""	""	RMBR:102785	""	""	""	""
FJ025658	""	""	Spilogona dispar cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Spilogona dispar	""	""	RMBR:102787	""	""	""	""
FJ025659	""	""	Tachina ferox cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Nowickia ferox	""	""	RMBR:102807	""	""	""	""
FJ025660	""	""	Thricops aculeipes cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thricops aculeipes	""	""	RMBR:102805	""	""	""	""
FJ025661	""	""	Thricops cunctans cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thricops cunctans	""	""	RMBR:102806	""	""	""	""
FJ025662	""	""	Thricops genarum cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thricops genarum	""	""	RMBR:102809	""	""	""	""
FJ025663	""	""	Thricops nigritellus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thricops nigritellus	""	""	RMBR:102810	""	""	""	""
FJ025664	""	""	Villeneuvia aestuum cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Villeneuvia aestuum	""	""	RMBR:102811	""	""	""	""
FJ025665	""	""	Botanophila fugax elongation factor 1 alpha (Ef1a) gene, partial cds.	Botanophila fugax	""	""	RMBR:102671	""	""	""	""
FJ025666	""	""	Calliphora vomitoria elongation factor 1 alpha (Ef1a) gene, partial cds.	Calliphora vomitoria	""	""	RMBR:102695	""	""	""	""
FJ025667	""	""	Compsomyiops fulvicrura elongation factor 1 alpha (Ef1a) gene, partial cds.	Compsomyiops fulvicrura	""	""	RMBR:102680	""	""	""	""
FJ025668	""	""	Cordilura varipes elongation factor 1 alpha (Ef1a) gene, partial cds.	Cordilura varipes	""	""	RMBR:102693	""	""	""	""
FJ025669	""	""	Drymeia alpicola elongation factor 1 alpha (Ef1a) gene, partial cds.	Drymeia alpicola	""	""	RMBR:102697	""	""	""	""
FJ025670	""	""	Drymeia hamata elongation factor 1 alpha (Ef1a) gene, partial cds.	Drymeia hamata	""	""	RMBR:102698	""	""	""	""
FJ025671	""	""	Eudasyphora cyanella elongation factor 1 alpha (Ef1a) gene, partial cds.	Eudasyphora cyanella	""	""	RMBR:102701	""	""	""	""
FJ025672	""	""	Eurychaeta palpalis elongation factor 1 alpha (Ef1a) gene, partial cds.	Eurychaeta palpalis	""	""	RMBR:102703	""	""	""	""
FJ025673	""	""	Haematobosca stimulans elongation factor 1 alpha (Ef1a) gene, partial cds.	Haematobosca stimulans	""	""	RMBR:102722	""	""	""	""
FJ025674	""	""	Helina celsa elongation factor 1 alpha (Ef1a) gene, partial cds.	Helina celsa	""	""	RMBR:102713	""	""	""	""
FJ025675	""	""	Helina evecta elongation factor 1 alpha (Ef1a) gene, partial cds.	Helina evecta	""	""	RMBR:102726	""	""	""	""
FJ025676	""	""	Helina impuncta elongation factor 1 alpha (Ef1a) gene, partial cds.	Helina impuncta	""	""	RMBR:102718	""	""	""	""
FJ025677	""	""	Hydrophoria lancifer elongation factor 1 alpha (Ef1a) gene, partial cds.	Hydrophoria lancifer	""	""	RMBR:102720	""	""	""	""
FJ025678	""	""	Hydrotaea cyrtoneurina elongation factor 1 alpha (Ef1a) gene, partial cds.	Hydrotaea cyrtoneurina	""	""	RMBR:102715	""	""	""	""
FJ025679	""	""	Hydrotaea dentipes elongation factor 1 alpha (Ef1a) gene, partial cds.	Hydrotaea dentipes	""	""	RMBR:102716	""	""	""	""
FJ025680	""	""	Hydrotaea irritans elongation factor 1 alpha (Ef1a) gene, partial cds.	Hydrotaea irritans	""	""	RMBR:102719	""	""	""	""
FJ025681	""	""	Hylemya vagans elongation factor 1 alpha (Ef1a) gene, partial cds.	Hylemya vagans	""	""	RMBR:102724	""	""	""	""
FJ025682	""	""	Hylemya variata elongation factor 1 alpha (Ef1a) gene, partial cds.	Hylemya variata	""	""	RMBR:102725	""	""	""	""
FJ025683	""	""	Lasiomma latipenne elongation factor 1 alpha (Ef1a) gene, partial cds.	Lasiomma latipenne	""	""	RMBR:102731	""	""	""	""
FJ025684	""	""	Limnophora exuta elongation factor 1 alpha (Ef1a) gene, partial cds.	Limnophora exuta	""	""	RMBR:102730	""	""	""	""
FJ025685	""	""	Limnophora maculosa elongation factor 1 alpha (Ef1a) gene, partial cds.	Limnophora maculosa	""	""	RMBR:102732	""	""	""	""
FJ025686	""	""	Limnophora olympiae elongation factor 1 alpha (Ef1a) gene, partial cds.	Limnophora olympiae	""	""	RMBR:102733	""	""	""	""
FJ025687	""	""	Lispe tentaculata elongation factor 1 alpha (Ef1a) gene, partial cds.	Lispe tentaculata	""	""	RMBR:102736	""	""	""	""
FJ025688	""	""	Muscina levida elongation factor 1 alpha (Ef1a) gene, partial cds.	Muscina levida	""	""	RMBR:102743	""	""	""	""
FJ025689	""	""	Muscina stabulans elongation factor 1 alpha (Ef1a) gene, partial cds.	Muscina stabulans	""	""	RMBR:102749	""	""	""	""
FJ025690	""	""	Mydaea ancilla elongation factor 1 alpha (Ef1a) gene, partial cds.	Mydaea ancilla	""	""	RMBR:102739	""	""	""	""
FJ025691	""	""	Mydaea urbana elongation factor 1 alpha (Ef1a) gene, partial cds.	Mydaea urbana	""	""	RMBR:102752	""	""	""	""
FJ025692	""	""	Myospila meditabunda elongation factor 1 alpha (Ef1a) gene, partial cds.	Myospila meditabunda	""	""	RMBR:102751	""	""	""	""
FJ025693	""	""	Paregle coerulescens elongation factor 1 alpha (Ef1a) gene, partial cds.	Paregle coerulescens	""	""	RMBR:102774	""	""	""	""
FJ025694	""	""	Paykullia maculata elongation factor 1 alpha (Ef1a) gene, partial cds.	Paykullia maculata	""	""	RMBR:102778	""	""	""	""
FJ025695	""	""	Polietes lardarius elongation factor 1 alpha (Ef1a) gene, partial cds.	Polietes lardarius	""	""	RMBR:102776	""	""	""	""
FJ025696	""	""	Sarcophaga arizonica elongation factor 1 alpha (Ef1a) gene, partial cds.	Sarcophaga arizonica	""	""	RMBR:102789	""	""	""	""
FJ025697	""	""	Scathophaga taeniopa elongation factor 1 alpha (Ef1a) gene, partial cds.	Scathophaga taeniopa	""	""	RMBR:102802	""	""	""	""
FJ025698	""	""	Stomoxys calcitrans elongation factor 1 alpha (Ef1a) gene, partial cds.	Stomoxys calcitrans	""	""	RMBR:102784	""	""	""	""
FJ025699	""	""	Thricops aculeipes elongation factor 1 alpha (Ef1a) gene, partial cds.	Thricops aculeipes	""	""	RMBR:102805	""	""	""	""
FJ025700	""	""	Thricops cunctans elongation factor 1 alpha (Ef1a) gene, partial cds.	Thricops cunctans	""	""	RMBR:102806	""	""	""	""
FJ025701	""	""	Thricops genarum elongation factor 1 alpha (Ef1a) gene, partial cds.	Thricops genarum	""	""	RMBR:102809	""	""	""	""
FJ025702	""	""	Thricops nigritellus elongation factor 1 alpha (Ef1a) gene, partial cds.	Thricops nigritellus	""	""	RMBR:102810	""	""	""	""
FJ025703	""	""	Villeneuvia aestuum elongation factor 1 alpha (Ef1a) gene, partial cds.	Villeneuvia aestuum	""	""	RMBR:102811	""	""	""	""
FJ025704	""	""	Bengalia peuhi cytochrome b (Cytb) gene, partial cds; mitochondrial.	Bengalia peuhi	""	""	RMBR:102672	""	""	""	""
FJ025705	""	""	Calliphora vomitoria cytochrome b (Cytb) gene, partial cds; mitochondrial.	Calliphora vomitoria	""	""	RMBR:102695	""	""	""	""
FJ025706	""	""	Chrysomya megacephala cytochrome b (Cytb) gene, partial cds; mitochondrial.	Chrysomya megacephala	""	""	RMBR:102682	""	""	""	""
FJ025707	""	""	Coenosia testacea cytochrome b (Cytb) gene, partial cds; mitochondrial.	Coenosia testacea	""	""	RMBR:102690	""	""	""	""
FJ025708	""	""	Coenosia tigrina cytochrome b (Cytb) gene, partial cds; mitochondrial.	Coenosia tigrina	""	""	RMBR:102691	""	""	""	""
FJ025709	""	""	Compsomyiops fulvicrura cytochrome b (Cytb) gene, partial cds; mitochondrial.	Compsomyiops fulvicrura	""	""	RMBR:102680	""	""	""	""
FJ025710	""	""	Drymeia alpicola cytochrome b (Cytb) gene, partial cds; mitochondrial.	Drymeia alpicola	""	""	RMBR:102697	""	""	""	""
FJ025711	""	""	Drymeia hamata cytochrome b (Cytb) gene, partial cds; mitochondrial.	Drymeia hamata	""	""	RMBR:102698	""	""	""	""
FJ025712	""	""	Emmesomyia grisea cytochrome b (Cytb) gene, partial cds; mitochondrial.	Emmesomyia grisea	""	""	RMBR:102702	""	""	""	""
FJ025713	""	""	Eurychaeta palpalis cytochrome b (Cytb) gene, partial cds; mitochondrial.	Eurychaeta palpalis	""	""	RMBR:102703	""	""	""	""
FJ025714	""	""	Eutrichota frigida cytochrome b (Cytb) gene, partial cds; mitochondrial.	Eutrichota frigida	""	""	RMBR:102704	""	""	""	""
FJ025715	""	""	Haematobia irritans cytochrome b (Cytb) gene, partial cds; mitochondrial.	Haematobia irritans	""	""	RMBR:102727	""	""	""	""
FJ025716	""	""	Haematobosca stimulans cytochrome b (Cytb) gene, partial cds; mitochondrial.	Haematobosca stimulans	""	""	RMBR:102722	""	""	""	""
FJ025717	""	""	Hebecnema umbratica cytochrome b (Cytb) gene, partial cds; mitochondrial.	Hebecnema umbratica	""	""	RMBR:102723	""	""	""	""
FJ025718	""	""	Helina celsa cytochrome b (Cytb) gene, partial cds; mitochondrial.	Helina celsa	""	""	RMBR:102713	""	""	""	""
FJ025719	""	""	Helina evecta cytochrome b (Cytb) gene, partial cds; mitochondrial.	Helina evecta	""	""	RMBR:102726	""	""	""	""
FJ025720	""	""	Helina lasiophthalma cytochrome b (Cytb) gene, partial cds; mitochondrial.	Helina lasiophthalma	""	""	RMBR:102721	""	""	""	""
FJ025721	""	""	Hydrotaea cyrtoneurina cytochrome b (Cytb) gene, partial cds; mitochondrial.	Hydrotaea cyrtoneurina	""	""	RMBR:102715	""	""	""	""
FJ025722	""	""	Hydrotaea dentipes cytochrome b (Cytb) gene, partial cds; mitochondrial.	Hydrotaea dentipes	""	""	RMBR:102716	""	""	""	""
FJ025723	""	""	Hydrotaea irritans cytochrome b (Cytb) gene, partial cds; mitochondrial.	Hydrotaea irritans	""	""	RMBR:102719	""	""	""	""
FJ025724	""	""	Hylemya variata cytochrome b (Cytb) gene, partial cds; mitochondrial.	Hylemya variata	""	""	RMBR:102725	""	""	""	""
FJ025725	""	""	Limnophora exuta cytochrome b (Cytb) gene, partial cds; mitochondrial.	Limnophora exuta	""	""	RMBR:102730	""	""	""	""
FJ025726	""	""	Limnophora maculosa cytochrome b (Cytb) gene, partial cds; mitochondrial.	Limnophora maculosa	""	""	RMBR:102732	""	""	""	""
FJ025727	""	""	Limnophora olympiae cytochrome b (Cytb) gene, partial cds; mitochondrial.	Limnophora olympiae	""	""	RMBR:102733	""	""	""	""
FJ025728	""	""	Limnophora riparia cytochrome b (Cytb) gene, partial cds; mitochondrial.	Limnophora riparia	""	""	RMBR:102734	""	""	""	""
FJ025729	""	""	Lispe tentaculata cytochrome b (Cytb) gene, partial cds; mitochondrial.	Lispe tentaculata	""	""	RMBR:102736	""	""	""	""
FJ025730	""	""	Lucilia caesar cytochrome b (Cytb) gene, partial cds; mitochondrial.	Lucilia caesar	""	""	RMBR:102729	""	""	""	""
FJ025731	""	""	Morellia aenescens cytochrome b (Cytb) gene, partial cds; mitochondrial.	Morellia aenescens	""	""	RMBR:102738	""	""	""	""
FJ025732	""	""	Morellia hortorum cytochrome b (Cytb) gene, partial cds; mitochondrial.	Morellia hortorum	""	""	RMBR:102742	""	""	""	""
FJ025733	""	""	Morellia simplex cytochrome b (Cytb) gene, partial cds; mitochondrial.	Morellia simplex	""	""	RMBR:102748	""	""	""	""
FJ025734	""	""	Musca autumnalis cytochrome b (Cytb) gene, partial cds; mitochondrial.	Musca autumnalis	""	""	RMBR:102740	""	""	""	""
