accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date
JN053638	""	""	Pavetta hispida voucher BR-Dessein et al. 1943 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Pavetta hispida	""	""	BR-Dessein et al. 1943	""	""	""	""
JN053639	""	""	Pavetta batesiana voucher BR-Dessein et al. 1984 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Pavetta batesiana	""	""	BR-Dessein et al. 1984	""	""	""	""
JN053640	""	""	Pavetta hookeriana voucher BR-Dessein et al. 3046 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Pavetta hookeriana	""	""	BR-Dessein et al. 3046	""	""	""	""
JN053641	""	""	Pavetta hookeriana voucher BR-Dessein et al. 3048 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Pavetta hookeriana	""	""	BR-Dessein et al. 3048	""	""	""	""
JN053642	""	""	Pavetta rigida voucher BR-Dessein et al. 3167 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Pavetta rigida	""	""	BR-Dessein et al. 3167	""	""	""	""
JN053643	""	""	Pavetta hispida voucher BR-Dessein et al. 3176 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Pavetta hispida	""	""	BR-Dessein et al. 3176	""	""	""	""
JN053644	""	""	Pavetta bidentata voucher BR-Lachenaud et al. 593 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Pavetta bidentata	""	""	BR-Lachenaud et al. 593	""	""	""	""
JN053645	""	""	Pavetta rigida voucher BR-Lachenaud et al. 694 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Pavetta rigida	""	""	BR-Lachenaud et al. 694	""	""	""	""
JN053646	""	""	Pavetta schumanniana voucher BR-Dessein et al. 1099 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Pavetta schumanniana	""	""	BR-Dessein et al. 1099	""	""	""	""
JN053647	""	""	Pavetta schumanniana voucher BR-2001944257 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Pavetta schumanniana	""	""	BR-2001944257	""	""	""	""
JN053652	""	""	Psychotria lucens voucher BR-16620513 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Psychotria lucens	""	""	BR-16620513	""	""	""	""
JN053654	""	""	Psychotria peduncularis voucher BR-073791 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Psychotria peduncularis	""	""	BR-073791	""	""	""	""
JN053655	""	""	Psychotria psychotrioides voucher BR-Dessein et al. 2926 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Psychotria psychotrioides	""	""	BR-Dessein et al. 2926	""	""	""	""
JN053656	""	""	Psychotria anetoclada voucher BR-Dessein et al. 3138 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Psychotria anetoclada	""	""	BR-Dessein et al. 3138	""	""	""	""
JN053657	""	""	Psychotria rubripilis voucher BR-Dessein et al. 1973 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Psychotria rubripilis	""	""	BR-Dessein et al. 1973	""	""	""	""
JN053658	""	""	Psychotria rubripilis voucher BR-Dessein et al. 1806 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Psychotria rubripilis	""	""	BR-Dessein et al. 1806	""	""	""	""
JN053659	""	""	Psychotria rhizomatosa voucher BR-Dessein et al. 2099 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Psychotria rhizomatosa	""	""	BR-Dessein et al. 2099	""	""	""	""
JN053660	""	""	Psychotria rhizomatosa voucher BR-Dessein et al. 2368 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Psychotria rhizomatosa	""	""	BR-Dessein et al. 2368	""	""	""	""
JN053661	""	""	Psychotria kirkii voucher BR-2002152647 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Psychotria kirkii	""	""	BR-2002152647	""	""	""	""
JN053662	""	""	Psychotria kirkii voucher BR-1998182519 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Psychotria kirkii	""	""	BR-1998182519	""	""	""	""
JN053663	""	""	Psychotria kikwitensis voucher BR-Dessein et al. 1043 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Psychotria kikwitensis	""	""	BR-Dessein et al. 1043	""	""	""	""
JN053664	""	""	Psychotria kikwitensis voucher BR-2004145187 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Psychotria kikwitensis	""	""	BR-2004145187	""	""	""	""
JN053665	""	""	Psychotria calva voucher BR-626512 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Psychotria calva	""	""	BR-626512	""	""	""	""
JN053666	""	""	Psychotria calva voucher BR-19620512 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Psychotria calva	""	""	BR-19620512	""	""	""	""
JN053667	""	""	Pavetta batesiana voucher BR-Dessein et al. 2071 tRNA-Gly (trnG) gene, intron; chloroplast.	Pavetta batesiana	""	""	BR-Dessein et al. 2071	""	""	""	""
JN053668	""	""	Pavetta batesiana voucher BR-Dessein et al. 1984 tRNA-Gly (trnG) gene, intron; chloroplast.	Pavetta batesiana	""	""	BR-Dessein et al. 1984	""	""	""	""
JN053669	""	""	Pavetta hispida voucher BR-Dessein et al. 1943 tRNA-Gly (trnG) gene, intron; chloroplast.	Pavetta hispida	""	""	BR-Dessein et al. 1943	""	""	""	""
JN053670	""	""	Pavetta hispida voucher BR-Dessein et al. 3176 tRNA-Gly (trnG) gene, intron; chloroplast.	Pavetta hispida	""	""	BR-Dessein et al. 3176	""	""	""	""
JN053671	""	""	Pavetta hookeriana voucher BR-Dessein et al. 3046 tRNA-Gly (trnG) gene, intron; chloroplast.	Pavetta hookeriana	""	""	BR-Dessein et al. 3046	""	""	""	""
JN053672	""	""	Pavetta hookeriana voucher BR-Dessein et al. 3048 tRNA-Gly (trnG) gene, intron; chloroplast.	Pavetta hookeriana	""	""	BR-Dessein et al. 3048	""	""	""	""
JN053673	""	""	Pavetta rigida voucher BR-Dessein et al. 3167 tRNA-Gly (trnG) gene, intron; chloroplast.	Pavetta rigida	""	""	BR-Dessein et al. 3167	""	""	""	""
JN053674	""	""	Pavetta rigida voucher BR-Lachenaud et al. 694 tRNA-Gly (trnG) gene, intron; chloroplast.	Pavetta rigida	""	""	BR-Lachenaud et al. 694	""	""	""	""
JN053675	""	""	Pavetta rigida voucher BR-Lachenaud et al. 877 tRNA-Gly (trnG) gene, intron; chloroplast.	Pavetta rigida	""	""	BR-Lachenaud et al. 877	""	""	""	""
JN053676	""	""	Pavetta bidentata voucher BR-Lachenaud et al. 593 tRNA-Gly (trnG) gene, intron; chloroplast.	Pavetta bidentata	""	""	BR-Lachenaud et al. 593	""	""	""	""
JN053677	""	""	Pavetta schumanniana voucher BR-Dessein et al. 1099 tRNA-Gly (trnG) gene, intron; chloroplast.	Pavetta schumanniana	""	""	BR-Dessein et al. 1099	""	""	""	""
JN053678	""	""	Pavetta schumanniana voucher BR-2001944257 tRNA-Gly (trnG) gene, intron; chloroplast.	Pavetta schumanniana	""	""	BR-2001944257	""	""	""	""
JN053679	""	""	Pavetta schumanniana voucher BR-2004143066 tRNA-Gly (trnG) gene, intron; chloroplast.	Pavetta schumanniana	""	""	BR-2004143066	""	""	""	""
JN053684	""	""	Psychotria lucens voucher BR-16620513 tRNA-Gly (trnG) gene, intron; chloroplast.	Psychotria lucens	""	""	BR-16620513	""	""	""	""
JN053686	""	""	Psychotria peduncularis voucher BR-073791 tRNA-Gly (trnG) gene, intron; chloroplast.	Psychotria peduncularis	""	""	BR-073791	""	""	""	""
JN053687	""	""	Psychotria psychotrioides voucher BR-Dessein et al. 2926 tRNA-Gly (trnG) gene, intron; chloroplast.	Psychotria psychotrioides	""	""	BR-Dessein et al. 2926	""	""	""	""
JN053688	""	""	Psychotria anetoclada voucher BR-Dessein et al. 3138 tRNA-Gly (trnG) gene, intron; chloroplast.	Psychotria anetoclada	""	""	BR-Dessein et al. 3138	""	""	""	""
JN053689	""	""	Psychotria rubripilis voucher BR-Dessein et al. 1973 tRNA-Gly (trnG) gene, intron; chloroplast.	Psychotria rubripilis	""	""	BR-Dessein et al. 1973	""	""	""	""
JN053690	""	""	Psychotria rubripilis voucher BR-Dessein et al. 1806 tRNA-Gly (trnG) gene, intron; chloroplast.	Psychotria rubripilis	""	""	BR-Dessein et al. 1806	""	""	""	""
JN053691	""	""	Psychotria rhizomatosa voucher BR-Dessein et al. 2099 tRNA-Gly (trnG) gene, intron; chloroplast.	Psychotria rhizomatosa	""	""	BR-Dessein et al. 2099	""	""	""	""
JN053692	""	""	Psychotria rhizomatosa voucher BR-Dessein et al. 2368 tRNA-Gly (trnG) gene, intron; chloroplast.	Psychotria rhizomatosa	""	""	BR-Dessein et al. 2368	""	""	""	""
JN053693	""	""	Psychotria kirkii voucher BR-2002152647 tRNA-Gly (trnG) gene, intron; chloroplast.	Psychotria kirkii	""	""	BR-2002152647	""	""	""	""
JN053694	""	""	Psychotria kirkii voucher BR-1998182519 tRNA-Gly (trnG) gene, intron; chloroplast.	Psychotria kirkii	""	""	BR-1998182519	""	""	""	""
JN053695	""	""	Psychotria kikwitensis voucher BR-Dessein et al. 1043 tRNA-Gly (trnG) gene, intron; chloroplast.	Psychotria kikwitensis	""	""	BR-Dessein et al. 1043	""	""	""	""
JN053696	""	""	Psychotria kikwitensis voucher BR-2004145187 tRNA-Gly (trnG) gene, intron; chloroplast.	Psychotria kikwitensis	""	""	BR-2004145187	""	""	""	""
JN053697	""	""	Psychotria calva voucher BR-626512 tRNA-Gly (trnG) gene, intron; chloroplast.	Psychotria calva	""	""	BR-626512	""	""	""	""
JN053698	""	""	Psychotria calva voucher BR-19620512 tRNA-Gly (trnG) gene, intron; chloroplast.	Psychotria calva	""	""	BR-19620512	""	""	""	""
JN053699	""	""	Pavetta batesiana voucher BR-Dessein et al. 2071 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pavetta batesiana	""	""	BR-Dessein et al. 2071	""	""	""	""
JN053700	""	""	Pavetta hispida voucher BR-Dessein et al. 1943 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pavetta hispida	""	""	BR-Dessein et al. 1943	""	""	""	""
JN053701	""	""	Pavetta batesiana voucher BR-Dessein et al. 1984 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pavetta batesiana	""	""	BR-Dessein et al. 1984	""	""	""	""
JN053702	""	""	Pavetta hookeriana voucher BR-Dessein et al. 3046 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pavetta hookeriana	""	""	BR-Dessein et al. 3046	""	""	""	""
JN053703	""	""	Pavetta hookeriana voucher BR-Dessein et al. 3048 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pavetta hookeriana	""	""	BR-Dessein et al. 3048	""	""	""	""
JN053704	""	""	Pavetta rigida voucher BR-Dessein et al. 3167 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pavetta rigida	""	""	BR-Dessein et al. 3167	""	""	""	""
JN053705	""	""	Pavetta hispida voucher BR-Dessein et al. 3176 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pavetta hispida	""	""	BR-Dessein et al. 3176	""	""	""	""
JN053706	""	""	Pavetta bidentata voucher BR-Lachenaud et al. 593 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pavetta bidentata	""	""	BR-Lachenaud et al. 593	""	""	""	""
JN053707	""	""	Pavetta rigida voucher BR-Lachenaud et al. 694 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pavetta rigida	""	""	BR-Lachenaud et al. 694	""	""	""	""
JN053708	""	""	Pavetta rigida voucher BR-Lachenaud et al. 877 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pavetta rigida	""	""	BR-Lachenaud et al. 877	""	""	""	""
JN053709	""	""	Pavetta schumanniana voucher BR-Dessein et al. 1099 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pavetta schumanniana	""	""	BR-Dessein et al. 1099	""	""	""	""
JN053710	""	""	Pavetta schumanniana voucher BR-2001944257 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pavetta schumanniana	""	""	BR-2001944257	""	""	""	""
JN053711	""	""	Pavetta schumanniana voucher BR-2004143066 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pavetta schumanniana	""	""	BR-2004143066	""	""	""	""
JN053712	""	""	Psychotria rubripilis voucher BR-Dessein et al. 1973 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Psychotria rubripilis	""	""	BR-Dessein et al. 1973	""	""	""	""
JN053713	""	""	Psychotria rubripilis voucher BR-Dessein et al. 1806 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Psychotria rubripilis	""	""	BR-Dessein et al. 1806	""	""	""	""
JN053714	""	""	Psychotria rhizomatosa voucher BR-Dessein et al. 2099 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Psychotria rhizomatosa	""	""	BR-Dessein et al. 2099	""	""	""	""
JN053715	""	""	Psychotria rhizomatosa voucher BR-Dessein et al. 2368 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Psychotria rhizomatosa	""	""	BR-Dessein et al. 2368	""	""	""	""
JN053716	""	""	Psychotria kirkii voucher BR-2002152647 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Psychotria kirkii	""	""	BR-2002152647	""	""	""	""
JN053717	""	""	Psychotria kirkii voucher BR-1998182519 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Psychotria kirkii	""	""	BR-1998182519	""	""	""	""
JN053718	""	""	Psychotria kikwitensis voucher BR-Dessein et al. 1043 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Psychotria kikwitensis	""	""	BR-Dessein et al. 1043	""	""	""	""
JN053719	""	""	Psychotria kikwitensis voucher BR-2004145187 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Psychotria kikwitensis	""	""	BR-2004145187	""	""	""	""
JN053720	""	""	Psychotria calva voucher BR-19620512 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Psychotria calva	""	""	BR-19620512	""	""	""	""
JN053721	""	""	Psychotria psychotrioides voucher BR-Dessein et al. 2926 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Psychotria psychotrioides	""	""	BR-Dessein et al. 2926	""	""	""	""
JN053722	""	""	Psychotria anetoclada voucher BR-Dessein et al. 3138 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Psychotria anetoclada	""	""	BR-Dessein et al. 3138	""	""	""	""
JN053747	""	""	Psychotria sp. BL-2011d ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria sp. BL-2011d	""	""	BR-Dessein et al. 1769	""	""	""	""
JN053748	""	""	Psychotria sp. BL-2011a ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria sp. BL-2011a	""	""	BR-Dessein et al. 1875	""	""	""	""
JN053749	""	""	Psychotria brachyanthoides ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria brachyanthoides	""	""	BR-2009044596	""	""	""	""
JN053750	""	""	Psychotria brachyantha ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria brachyantha	""	""	BR-Lachenaud et al. 876B	""	""	""	""
JN053751	""	""	Psychotria calva ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria calva	""	""	BR-19620512	""	""	""	""
JN053752	""	""	Psychotria recurva ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria recurva	""	""	BR-Dessein et al. 2576	""	""	""	""
JN053753	""	""	Psychotria camerunensis ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria camerunensis	""	""	BR-Dessein et al. 1465	""	""	""	""
JN053754	""	""	Psychotria fleuryana ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria fleuryana	""	""	BR-Dessein et al. 2578	""	""	""	""
JN053755	""	""	Psychotria expansissima ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria expansissima	""	""	BR-Groeninckx et al. 4	""	""	""	""
JN053756	""	""	Psychotria humilis ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria humilis	""	""	BR-Dessein et al. 1497	""	""	""	""
JN053757	""	""	Psychotria kikwitensis ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria kikwitensis	""	""	BR-Dessein et al. 1043	""	""	""	""
JN053758	""	""	Psychotria kimuenzae ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria kimuenzae	""	""	BR-Stoffelen et al. 7	""	""	""	""
JN053759	""	""	Psychotria kirkii ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria kirkii	""	""	BR-2002152647	""	""	""	""
JN053760	""	""	Psychotria letouzeyi ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria letouzeyi	""	""	BR-Dessein et al. 2140	""	""	""	""
JN053761	""	""	Psychotria mannii ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria mannii	""	""	BR-Dessein et al. 2299	""	""	""	""
JN053762	""	""	Psychotria nigropunctata ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria nigropunctata	""	""	BR-Stoffelen et al. 13	""	""	""	""
JN053763	""	""	Psychotria sp. BL-2011b ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria sp. BL-2011b	""	""	BR-Dessein et al. 2438	""	""	""	""
JN053764	""	""	Psychotria spithamea ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria spithamea	""	""	BR-2000194762	""	""	""	""
JN053765	""	""	Psychotria pumila ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria pumila	""	""	BR-2004143571	""	""	""	""
JN053766	""	""	Psychotria rhizomatosa ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria rhizomatosa	""	""	BR-Dessein et al. 2368	""	""	""	""
JN053767	""	""	Psychotria rubripilis ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria rubripilis	""	""	BR-Dessein et al. 1806	""	""	""	""
JN053768	""	""	Psychotria rubristipulata ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria rubristipulata	""	""	BR-Dessein et al. 2107	""	""	""	""
JN053769	""	""	Psychotria sp. BL-2011c ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria sp. BL-2011c	""	""	BR-Dessein et al. 2084	""	""	""	""
JN053770	""	""	Psychotria umbellifera ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria umbellifera	""	""	BR-Dessein et al. 2414	""	""	""	""
JN053771	""	""	Psychotria verschuerenii ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Psychotria verschuerenii	""	""	BR-Dessein et al. 1760	""	""	""	""
JN053772	""	""	Psychotria sp. BL-2011d petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria sp. BL-2011d	""	""	BR-Dessein et al. 1769	""	""	""	""
JN053773	""	""	Psychotria sp. BL-2011a petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria sp. BL-2011a	""	""	BR-Dessein et al. 1875	""	""	""	""
JN053774	""	""	Psychotria brachyanthoides petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria brachyanthoides	""	""	BR-2009044596	""	""	""	""
JN053775	""	""	Psychotria brachyantha petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria brachyantha	""	""	BR-Lachenaud et al. 876B	""	""	""	""
JN053776	""	""	Psychotria calva petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria calva	""	""	BR-19620512	""	""	""	""
JN053777	""	""	Psychotria recurva petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria recurva	""	""	BR-Dessein et al. 2576	""	""	""	""
JN053778	""	""	Psychotria fleuryana petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria fleuryana	""	""	BR-Dessein et al. 2578	""	""	""	""
JN053779	""	""	Psychotria camerunensis petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria camerunensis	""	""	BR-Dessein et al. 1465	""	""	""	""
JN053780	""	""	Psychotria expansissima petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria expansissima	""	""	BR-Groeninckx et al. 4	""	""	""	""
JN053781	""	""	Psychotria humilis petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria humilis	""	""	BR-Dessein et al. 1497	""	""	""	""
JN053782	""	""	Psychotria kikwitensis PetD (petD) gene, intron; chloroplast.	Psychotria kikwitensis	""	""	BR-Dessein et al. 1043	""	""	""	""
JN053783	""	""	Psychotria kimuenzae petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria kimuenzae	""	""	BR-Stoffelen et al. 7	""	""	""	""
JN053784	""	""	Psychotria kirkii petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria kirkii	""	""	BR-2002152647	""	""	""	""
JN053785	""	""	Psychotria konguensis petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria konguensis	""	""	BR-Dessein et al. 1705	""	""	""	""
JN053786	""	""	Psychotria letouzeyi petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria letouzeyi	""	""	BR-Dessein et al. 2140	""	""	""	""
JN053787	""	""	Psychotria mannii petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria mannii	""	""	BR-Dessein et al. 2299	""	""	""	""
JN053788	""	""	Psychotria nigropunctata petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria nigropunctata	""	""	BR-Stoffelen et al. 13	""	""	""	""
JN053789	""	""	Psychotria sp. BL-2011b petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria sp. BL-2011b	""	""	BR-Dessein et al. 2438	""	""	""	""
JN053790	""	""	Psychotria spithamea petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria spithamea	""	""	BR-2000194762	""	""	""	""
JN053791	""	""	Psychotria pumila petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria pumila	""	""	BR-2004143571	""	""	""	""
JN053792	""	""	Psychotria rhizomatosa petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria rhizomatosa	""	""	BR-Dessein et al. 2368	""	""	""	""
JN053793	""	""	Psychotria rubripilis petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria rubripilis	""	""	BR-Dessein et al. 1806	""	""	""	""
JN053794	""	""	Psychotria rubristipulata petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria rubristipulata	""	""	BR-Dessein et al. 2107	""	""	""	""
JN053795	""	""	Psychotria sp. BL-2011c petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria sp. BL-2011c	""	""	BR-Dessein et al. 2084	""	""	""	""
